,image,label
1617,"[[[ 6 18  4]
  [14 17  8]
  [21 16 13]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 6 18  4]
  [12 18  8]
  [21 15 15]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 6 20  7]
  [13 18 11]
  [22 16 16]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[25 30 33]
  [33 28 34]
  [42 26 36]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  0  2]]

 [[29 34 37]
  [36 31 37]
  [42 26 36]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  0  2]]

 [[36 41 44]
  [40 35 41]
  [43 27 37]
  ...
  [ 1  2  0]
  [ 0  1  0]
  [ 0  0  2]]]",0
1618,"[[[10 20 21]
  [20 21 25]
  [23 16 23]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 8 19 11]
  [19 21 16]
  [22 17 14]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 5 17  5]
  [17 20  9]
  [20 16  7]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[25 27 26]
  [42 36 38]
  [48 31 37]
  ...
  [ 1  2  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[18 20 19]
  [37 31 33]
  [48 31 37]
  ...
  [ 1  2  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[10 12 11]
  [32 26 28]
  [47 30 36]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 1  0  5]]]",0
1619,"[[[17 18 22]
  [19 18 23]
  [22 21 27]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  1  0]]

 [[22 23 27]
  [21 20 25]
  [19 18 24]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  1  0]]

 [[22 23 27]
  [21 20 25]
  [19 18 24]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[16 16 16]
  [36 27 28]
  [50 31 35]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[21 21 21]
  [36 27 28]
  [44 25 29]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[28 28 28]
  [36 27 28]
  [37 18 22]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  2]]]",0
1620,"[[[17 12 16]
  [20 15 21]
  [23 16 23]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[19 14 18]
  [21 16 22]
  [25 18 25]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[22 17 21]
  [24 19 25]
  [27 20 27]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[26 27 29]
  [42 36 40]
  [47 30 38]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  5]]

 [[20 21 23]
  [38 32 36]
  [46 29 37]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  5]]

 [[13 14 16]
  [32 26 30]
  [45 28 36]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  7]]]",0
1621,"[[[ 1  7  0]
  [10 10  0]
  [24 14 12]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[14 17  6]
  [17 14  7]
  [22 11  9]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  1  0]]

 [[20 23 12]
  [21 16 10]
  [24 10 10]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  1  0]]

 ...

 [[22 27 21]
  [32 31 27]
  [39 29 27]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 1  0  8]]

 [[25 30 23]
  [34 33 28]
  [37 28 23]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 1  0  8]]

 [[29 35 25]
  [35 35 27]
  [35 26 21]
  ...
  [ 0  0  0]
  [ 1  1  3]
  [ 2  0 11]]]",0
1622,"[[[15 18  7]
  [27 22 16]
  [43 27 30]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  0  7]]

 [[23 26 19]
  [30 25 22]
  [39 22 28]
  ...
  [ 1  2  0]
  [ 0  2  0]
  [ 0  0  7]]

 [[26 28 27]
  [31 25 29]
  [38 20 32]
  ...
  [ 1  2  0]
  [ 0  2  0]
  [ 0  0  7]]

 ...

 [[21 22 26]
  [21 20 26]
  [21 18 27]
  ...
  [ 1  2  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[25 26 30]
  [24 23 29]
  [23 20 31]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[30 31 35]
  [28 27 33]
  [26 23 34]
  ...
  [ 1  2  0]
  [ 0  0  0]
  [ 1  0  4]]]",0
1623,"[[[28 27 35]
  [32 22 33]
  [37 16 31]
  ...
  [ 0  2  0]
  [ 0  0  0]
  [ 1  0  9]]

 [[17 16 22]
  [25 15 24]
  [35 15 27]
  ...
  [ 0  3  0]
  [ 1  1  0]
  [ 2  0 10]]

 [[18 18 20]
  [26 17 22]
  [36 16 25]
  ...
  [ 0  2  0]
  [ 1  1  0]
  [ 2  0  8]]

 ...

 [[20 16 15]
  [21 17 18]
  [25 18 25]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[19 15 14]
  [21 17 18]
  [24 17 25]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[19 15 14]
  [20 16 17]
  [24 17 25]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",0
1624,"[[[12 20  9]
  [23 20 15]
  [36 22 22]
  ...
  [ 0  1  0]
  [ 0  0  2]
  [ 1  0  5]]

 [[27 34 27]
  [31 27 26]
  [35 20 25]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 1  0  5]]

 [[30 36 36]
  [33 28 32]
  [35 19 30]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 1  0  5]]

 ...

 [[18 25 18]
  [25 21 18]
  [32 17 22]
  ...
  [ 1  2  0]
  [ 0  0  0]
  [ 0  0  5]]

 [[18 25 18]
  [25 21 18]
  [32 17 22]
  ...
  [ 1  2  0]
  [ 0  0  0]
  [ 1  0  5]]

 [[18 25 18]
  [25 21 18]
  [32 17 22]
  ...
  [ 1  2  0]
  [ 0  0  0]
  [ 1  0  5]]]",0
1625,"[[[28 33 39]
  [32 26 38]
  [35 18 34]
  ...
  [ 1  1  0]
  [ 1  1  1]
  [ 1  0  4]]

 [[13 18 22]
  [24 19 26]
  [37 21 34]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 1  0  4]]

 [[10 16 16]
  [23 18 22]
  [38 22 33]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 1  0  5]]

 ...

 [[27 25 26]
  [28 22 24]
  [27 16 20]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  1  0]]

 [[23 19 20]
  [24 18 20]
  [26 15 21]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  1  0]]

 [[16 12 13]
  [19 13 15]
  [27 14 21]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  1  0]]]",0
1626,"[[[13 17 18]
  [22 20 25]
  [33 21 31]
  ...
  [ 0  0  0]
  [ 0  1  0]
  [ 0  0  2]]

 [[19 23 26]
  [26 23 30]
  [36 24 36]
  ...
  [ 0  0  0]
  [ 0  1  0]
  [ 1  1  3]]

 [[18 21 28]
  [26 23 32]
  [36 24 38]
  ...
  [ 0  0  0]
  [ 0  1  0]
  [ 1  1  3]]

 ...

 [[18 25 18]
  [25 21 18]
  [31 16 19]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 1  0  4]]

 [[19 26 19]
  [25 21 20]
  [30 15 20]
  ...
  [ 0  1  0]
  [ 1  0  0]
  [ 1  0  4]]

 [[21 28 21]
  [26 22 21]
  [30 15 20]
  ...
  [ 0  1  0]
  [ 1  0  0]
  [ 1  0  4]]]",0
1627,"[[[26 34 19]
  [34 31 22]
  [43 29 28]
  ...
  [ 0  2  0]
  [ 1  0  0]
  [ 3  0 11]]

 [[17 25 10]
  [27 24 15]
  [38 24 23]
  ...
  [ 0  1  0]
  [ 2  0  1]
  [ 5  0 13]]

 [[13 21  8]
  [24 21 14]
  [36 22 22]
  ...
  [ 0  2  0]
  [ 2  0  1]
  [ 5  0 11]]

 ...

 [[22 25 16]
  [25 24 19]
  [28 23 20]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[19 22 13]
  [22 21 16]
  [27 22 19]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[15 18  9]
  [19 18 13]
  [25 20 17]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  2]]]",0
1628,"[[[16 18 15]
  [23 17 17]
  [34 18 19]
  ...
  [ 0  2  0]
  [ 1  0  0]
  [ 4  0  6]]

 [[22 24 23]
  [28 22 22]
  [37 21 22]
  ...
  [ 0  3  0]
  [ 1  0  0]
  [ 3  0  7]]

 [[24 26 25]
  [29 23 23]
  [38 22 25]
  ...
  [ 0  2  0]
  [ 1  0  0]
  [ 3  0  7]]

 ...

 [[15 16 18]
  [21 19 22]
  [29 22 30]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[16 17 19]
  [20 18 23]
  [25 18 26]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  0  2]]

 [[18 19 21]
  [19 17 22]
  [22 15 23]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  0  2]]]",0
1629,"[[[25 30 23]
  [27 26 24]
  [31 20 26]
  ...
  [ 1  2  0]
  [ 1  1  1]
  [ 1  0  9]]

 [[14 19 15]
  [20 18 19]
  [29 18 26]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 1  0  9]]

 [[15 19 22]
  [20 18 23]
  [29 17 29]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 1  0  7]]

 ...

 [[17 19 14]
  [20 19 17]
  [25 19 23]
  ...
  [ 0  1  0]
  [ 1  0  0]
  [ 1  0  4]]

 [[16 18 15]
  [20 18 19]
  [24 17 24]
  ...
  [ 0  1  0]
  [ 1  0  0]
  [ 1  0  4]]

 [[15 17 14]
  [19 17 18]
  [24 17 24]
  ...
  [ 0  1  0]
  [ 1  0  0]
  [ 1  0  4]]]",0
1630,"[[[ 8 18  0]
  [23 21  6]
  [41 28 20]
  ...
  [ 0  2  0]
  [ 0  1  0]
  [ 1  0  4]]

 [[23 32 15]
  [32 29 20]
  [40 26 25]
  ...
  [ 0  2  0]
  [ 0  1  0]
  [ 1  0  4]]

 [[26 33 26]
  [33 29 28]
  [38 23 30]
  ...
  [ 0  2  0]
  [ 0  1  0]
  [ 1  0  4]]

 ...

 [[15 19 20]
  [24 17 24]
  [34 16 28]
  ...
  [ 0  1  0]
  [ 1  1  0]
  [ 0  0  5]]

 [[19 23 24]
  [26 19 26]
  [33 15 27]
  ...
  [ 0  1  0]
  [ 1  1  0]
  [ 0  0  5]]

 [[23 27 28]
  [28 21 28]
  [32 14 26]
  ...
  [ 0  1  0]
  [ 1  1  0]
  [ 0  0  4]]]",0
1631,"[[[27 32 36]
  [32 27 34]
  [36 20 30]
  ...
  [ 0  2  0]
  [ 2  1  0]
  [ 3  0  5]]

 [[18 23 27]
  [26 21 28]
  [35 19 29]
  ...
  [ 0  2  0]
  [ 1  0  0]
  [ 4  0  6]]

 [[15 20 24]
  [25 20 26]
  [36 20 30]
  ...
  [ 0  2  0]
  [ 1  0  0]
  [ 4  0  6]]

 ...

 [[21 16 12]
  [24 16 14]
  [27 18 19]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[20 15 11]
  [24 16 14]
  [26 17 18]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[20 15 11]
  [23 15 13]
  [26 17 18]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]]",0
1632,"[[[13 17 18]
  [21 19 24]
  [32 20 30]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 1  0  7]]

 [[25 29 28]
  [28 26 29]
  [33 21 31]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 1  0  5]]

 [[26 31 27]
  [28 26 27]
  [33 22 30]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 1  0  4]]

 ...

 [[17 19 16]
  [23 17 19]
  [33 16 24]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 1  0  7]]

 [[21 23 18]
  [25 19 19]
  [31 14 22]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 1  0  7]]

 [[25 27 22]
  [27 21 21]
  [29 12 18]
  ...
  [ 0  1  0]
  [ 0  0  2]
  [ 1  0  9]]]",0
1633,"[[[26 33 25]
  [32 29 24]
  [37 23 23]
  ...
  [ 0  2  1]
  [ 1  1  3]
  [ 1  0  7]]

 [[16 23 15]
  [26 23 18]
  [37 23 23]
  ...
  [ 0  1  0]
  [ 1  1  1]
  [ 2  0  6]]

 [[12 20  9]
  [23 20 15]
  [35 21 20]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 2  0  5]]

 ...

 [[24 24 26]
  [23 21 26]
  [22 16 26]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  7]]

 [[20 20 18]
  [21 19 20]
  [22 17 23]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  9]]

 [[16 17 12]
  [19 18 16]
  [23 18 22]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  9]]]",0
1634,"[[[13 12 18]
  [25 15 26]
  [41 20 37]
  ...
  [ 0  2  0]
  [ 0  1  0]
  [ 1  0  5]]

 [[28 27 33]
  [33 23 34]
  [40 19 36]
  ...
  [ 0  2  0]
  [ 0  1  0]
  [ 1  0  5]]

 [[32 31 37]
  [35 25 36]
  [38 17 34]
  ...
  [ 0  2  0]
  [ 0  1  0]
  [ 1  0  5]]

 ...

 [[11 11 19]
  [17 14 23]
  [26 15 29]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  5]]

 [[17 17 25]
  [21 18 27]
  [27 16 30]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[25 25 33]
  [26 23 34]
  [28 17 31]
  ...
  [ 1  2  0]
  [ 0  1  0]
  [ 0  0  4]]]",0
1635,"[[[27 29 24]
  [42 37 33]
  [55 40 37]
  ...
  [ 0  0  0]
  [ 1  1  1]
  [ 0  0  5]]

 [[38 40 37]
  [50 45 42]
  [61 46 43]
  ...
  [ 0  1  0]
  [ 1  1  1]
  [ 0  0  5]]

 [[42 44 41]
  [54 49 46]
  [64 49 46]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  5]]

 ...

 [[23 27 28]
  [31 29 32]
  [41 32 37]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[26 30 29]
  [34 32 33]
  [42 33 36]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[30 35 31]
  [37 36 34]
  [44 35 36]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]]",0
1636,"[[[49 53 39]
  [57 55 42]
  [54 42 30]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 1  0  4]]

 [[33 37 23]
  [48 46 33]
  [54 42 30]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 1  0  4]]

 [[28 32 18]
  [45 43 30]
  [55 42 33]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 1  0  5]]

 ...

 [[25 31 27]
  [33 32 28]
  [42 30 30]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[21 27 23]
  [31 30 28]
  [43 32 30]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[15 21 17]
  [27 26 24]
  [43 32 30]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]]",0
1637,"[[[39 40 44]
  [47 38 43]
  [56 37 41]
  ...
  [ 0  0  0]
  [ 1  1  3]
  [ 1  0 10]]

 [[42 43 47]
  [50 41 46]
  [58 39 41]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 1  0  8]]

 [[49 50 52]
  [56 47 50]
  [62 44 44]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 0  0  7]]

 ...

 [[16 29 22]
  [21 21 19]
  [46 34 36]
  ...
  [ 0  0  0]
  [ 1  0  0]
  [ 1  0  0]]

 [[19 32 25]
  [29 29 27]
  [42 30 32]
  ...
  [ 0  0  0]
  [ 2  1  0]
  [ 1  0  0]]

 [[26 39 32]
  [40 40 38]
  [37 25 27]
  ...
  [ 0  0  0]
  [ 2  1  0]
  [ 1  0  0]]]",0
1638,"[[[43 33 58]
  [57 41 54]
  [64 40 38]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  0  2]]

 [[33 25 48]
  [47 34 44]
  [57 36 31]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[29 25 42]
  [45 32 41]
  [56 35 30]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 ...

 [[34 28 30]
  [38 30 28]
  [42 35 27]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[29 23 25]
  [35 27 25]
  [39 32 24]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[24 18 20]
  [30 22 20]
  [37 30 22]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",0
1639,"[[[28 28 26]
  [41 40 38]
  [45 41 42]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[35 35 33]
  [44 43 41]
  [44 40 39]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[36 37 32]
  [45 44 40]
  [45 41 40]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 ...

 [[ 9 22 15]
  [26 28 25]
  [43 33 32]
  ...
  [ 0  0  2]
  [ 1  1  0]
  [ 0  0  0]]

 [[14 27 20]
  [29 31 28]
  [42 32 31]
  ...
  [ 0  0  2]
  [ 1  1  0]
  [ 0  0  0]]

 [[21 34 27]
  [33 35 32]
  [43 33 32]
  ...
  [ 0  0  2]
  [ 1  1  0]
  [ 0  0  0]]]",0
1640,"[[[38 43 37]
  [46 46 38]
  [51 42 33]
  ...
  [ 0  1  0]
  [ 1  2  0]
  [ 0  0  2]]

 [[29 34 27]
  [42 42 34]
  [54 45 36]
  ...
  [ 0  1  0]
  [ 1  2  0]
  [ 0  0  2]]

 [[27 32 25]
  [41 41 33]
  [55 46 37]
  ...
  [ 0  1  0]
  [ 1  2  0]
  [ 0  0  2]]

 ...

 [[24 24 26]
  [29 25 24]
  [36 28 26]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  5]]

 [[25 25 27]
  [31 27 28]
  [38 30 28]
  ...
  [ 0  0  2]
  [ 1  0  5]
  [ 1  0  6]]

 [[26 26 28]
  [32 28 29]
  [39 31 29]
  ...
  [ 0  0  2]
  [ 1  0  5]
  [ 1  0  6]]]",0
1641,"[[[21 22 27]
  [41 36 33]
  [53 39 30]
  ...
  [ 0  1  0]
  [ 0  0  2]
  [ 0  0  9]]

 [[37 38 43]
  [54 49 46]
  [60 46 37]
  ...
  [ 0  1  0]
  [ 0  0  2]
  [ 0  0  9]]

 [[45 46 51]
  [59 54 51]
  [62 48 39]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  0  9]]

 ...

 [[33 27 27]
  [37 29 27]
  [41 33 31]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  1  0]]

 [[39 33 35]
  [41 32 33]
  [41 33 31]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  1  0]]

 [[45 39 41]
  [44 35 38]
  [41 32 33]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  1  0]]]",0
1642,"[[[38 39 41]
  [41 40 38]
  [46 38 35]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[28 29 31]
  [35 34 32]
  [46 39 33]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[29 31 28]
  [36 35 30]
  [47 40 30]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  4]]

 ...

 [[19 26 19]
  [30 31 26]
  [37 29 26]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[18 25 17]
  [29 30 24]
  [37 29 26]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[17 24 16]
  [29 30 24]
  [37 29 26]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",0
1643,"[[[37 34 43]
  [49 39 40]
  [62 45 37]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 1  0  6]]

 [[43 40 49]
  [53 43 44]
  [65 48 40]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 1  0  6]]

 [[43 40 49]
  [54 44 45]
  [64 47 39]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 1  0  6]]

 ...

 [[24 27 18]
  [31 28 19]
  [42 29 20]
  ...
  [ 0  0  0]
  [ 1  1  0]
  [ 0  0  2]]

 [[30 33 24]
  [35 32 23]
  [42 29 20]
  ...
  [ 0  0  0]
  [ 1  1  0]
  [ 0  0  2]]

 [[38 41 32]
  [40 37 28]
  [43 30 21]
  ...
  [ 0  0  0]
  [ 1  1  0]
  [ 0  0  2]]]",0
1644,"[[[41 38 55]
  [50 45 52]
  [54 46 43]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  5]]

 [[28 26 39]
  [41 36 42]
  [51 44 36]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  5]]

 [[26 25 31]
  [40 36 35]
  [50 44 30]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  5]]

 ...

 [[26 33 26]
  [36 35 31]
  [42 30 30]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[22 29 21]
  [33 32 27]
  [39 28 24]
  ...
  [ 1  0  0]
  [ 1  0  0]
  [ 0  0  4]]

 [[18 26 15]
  [30 30 22]
  [37 26 20]
  ...
  [ 1  0  0]
  [ 1  0  0]
  [ 1  0  4]]]",0
1645,"[[[23 29 27]
  [39 39 29]
  [51 43 24]
  ...
  [ 0  0  0]
  [ 1  2  0]
  [ 0  1  0]]

 [[35 40 43]
  [46 45 40]
  [52 43 28]
  ...
  [ 0  0  0]
  [ 1  2  0]
  [ 0  1  0]]

 [[35 39 48]
  [47 45 46]
  [53 43 34]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  1  0]]

 ...

 [[27 36 35]
  [34 32 33]
  [40 28 32]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[31 40 37]
  [36 34 35]
  [41 29 31]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[30 39 36]
  [35 33 34]
  [39 27 29]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]]",0
1646,"[[[40 39 44]
  [48 47 45]
  [53 51 39]
  ...
  [ 0  0  4]
  [ 0  0  4]
  [ 0  0  4]]

 [[35 35 37]
  [44 43 39]
  [50 48 36]
  ...
  [ 0  0  4]
  [ 0  0  4]
  [ 0  0  4]]

 [[34 34 34]
  [43 42 37]
  [50 48 36]
  ...
  [ 0  0  4]
  [ 0  0  4]
  [ 0  0  2]]

 ...

 [[31 34 25]
  [36 36 28]
  [43 38 32]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[27 30 21]
  [33 33 25]
  [40 36 27]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[23 26 17]
  [30 30 20]
  [38 34 25]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]]",0
1647,"[[[31 37 37]
  [38 39 33]
  [50 42 31]
  ...
  [ 0  0  0]
  [ 1  1  1]
  [ 1  0  6]]

 [[31 37 37]
  [38 39 33]
  [50 42 29]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 1  0  6]]

 [[32 38 36]
  [39 40 32]
  [51 44 28]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  5]]

 ...

 [[27 28 23]
  [31 27 24]
  [36 28 26]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[29 30 24]
  [33 30 25]
  [37 29 26]
  ...
  [ 0  0  0]
  [ 0  1  0]
  [ 0  0  0]]

 [[33 34 28]
  [36 33 28]
  [39 31 28]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 1  1  0]]]",0
1648,"[[[19 23 24]
  [29 27 30]
  [41 30 34]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]]

 [[39 43 42]
  [37 35 36]
  [37 26 30]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]]

 [[42 47 43]
  [39 38 36]
  [38 28 27]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[18 25 18]
  [28 24 21]
  [37 22 27]
  ...
  [ 1  1  3]
  [ 0  0  2]
  [ 0  0  2]]

 [[25 32 25]
  [32 28 25]
  [37 22 27]
  ...
  [ 1  1  1]
  [ 0  0  2]
  [ 0  0  2]]

 [[28 35 28]
  [35 31 28]
  [39 24 29]
  ...
  [ 1  1  1]
  [ 0  0  2]
  [ 0  0  2]]]",0
1649,"[[[34 39 33]
  [36 35 33]
  [37 26 30]
  ...
  [ 1  1  3]
  [ 0  0  2]
  [ 1  0  2]]

 [[20 25 19]
  [27 26 24]
  [38 27 31]
  ...
  [ 1  1  3]
  [ 0  0  2]
  [ 1  0  2]]

 [[16 21 17]
  [26 24 25]
  [39 28 34]
  ...
  [ 1  1  3]
  [ 0  0  2]
  [ 0  0  2]]

 ...

 [[23 29 25]
  [32 28 29]
  [43 28 35]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[16 22 18]
  [28 24 25]
  [43 28 35]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[13 19 15]
  [26 22 23]
  [41 26 33]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]]",0
1650,"[[[15 19 22]
  [29 27 32]
  [46 34 44]
  ...
  [ 1  1  1]
  [ 1  0  0]
  [ 1  0  0]]

 [[38 42 43]
  [37 35 40]
  [38 27 35]
  ...
  [ 1  1  1]
  [ 1  0  0]
  [ 1  0  0]]

 [[43 47 48]
  [39 37 40]
  [37 26 34]
  ...
  [ 1  1  1]
  [ 1  0  0]
  [ 1  0  0]]

 ...

 [[23 29 19]
  [31 27 18]
  [40 26 17]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[27 33 21]
  [33 29 18]
  [39 25 14]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[30 36 22]
  [34 30 18]
  [37 23 12]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]]",0
